"","USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus"
"73",346,1991,"Female","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","No","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","No","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","under $25,000","Female","Current Undergraduate","Single (no kids)"
"74",352,1978,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","","","No","Yes","No","Yes","Public","No","Yes","No","Yes","","Yes","No","Science","Try first","No","Yes","","Yes","Receiving","No","Yes","","","No","Hot headed","Standard hours","","Happy","Yes","Yes","Yes","","A.M.","Yes","","No","No","Circumstances","Yes","","","No","","TMI","Yes","","Talk","People","No","Yes","Yes","","Yes","","No","Mac","Yes","Cautious","Yes","Yes!","","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","","","No","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Only-child","","No","","$100,001 - $150,000","Male","Master's Degree","Married (w/kids)"
"75",354,1974,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Male","Associate's Degree","Married (w/kids)"
"76",357,1970,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","No","Start","Yes","No","Me","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Own","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)"
"77",366,1951,"Male","$100,001 - $150,000","Married (w/kids)","","","","No","Yes","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","Yes","Mysterious","Yes","Yes","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","Yes","","No","","","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)"
"78",369,1981,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","","","","","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","Yes","Yes","Talk","Technology","Yes","No","No","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","$50,000 - $74,999","Male","Master's Degree","Married (w/kids)"
"79",380,1949,"Male","$100,001 - $150,000","Married (no kids)","","","","No","Yes","Yes","Yes","Private","Yes","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","","","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Own","Pessimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (no kids)"
"80",389,2000,"Male","under $25,000","Single (no kids)","Current K-12","","No","No","No","No","No","Public","No","No","No","Yes","No","No","Yes","Art","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","No","No","No","Mysterious","No","No","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","No","No","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Nope","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","under $25,000","Male","Current K-12","Single (no kids)"
"81",391,1972,"Female","$75,000 - $100,000","Married (w/kids)","High School Diploma","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","No","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","$75,000 - $100,000","Female","High School Diploma","Married (w/kids)"
"82",394,1995,"Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","Yes","","","Try first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Female","Current Undergraduate","Single (no kids)"
"83",396,1948,"Male","$25,001 - $50,000","Married (w/kids)","","No","Yes","No","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","No","No","No","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","No","No","Yes","No","Yes","No","$25,001 - $50,000","Male","Bachelor's Degree","Married (w/kids)"
"84",404,1966,"Female","over $150,000","Married (no kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","over $150,000","Female","Bachelor's Degree","Married (no kids)"
"85",407,1958,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Me","No","No","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","Yes","No","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","","","","","","Yes","$75,000 - $100,000","Male","Associate's Degree","Married (w/kids)"
"86",422,1985,"Female","$50,000 - $74,999","Single (no kids)","Associate's Degree","No","No","","","","","","","Yes","No","","","","","","Try first","No","Yes","Yes","","Giving","Yes","No","","No","","Cool headed","Standard hours","","Happy","","","","","P.M.","Yes","Start","","No","","","","","","","","No","No","Talk","Technology","","","","","","","","","Yes","","No","","No","","No","","","","","","","","","","","","","","No","","","","","Rent","","","","No","","","","Yes","","","","","","Only-child","","","","$50,000 - $74,999","Female","Associate's Degree","Single (no kids)"
"87",426,1963,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","","","","","","","","","No","","","Yes","No","Pragmatist","No","Yes","","","","","","","","","","Yes","","Yes","Yes","","Yes","No","Yes","Yes","No","Mysterious","No","Yes","","","","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Socialize","Yes","Online","Yes","No","No","No","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","","","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","No","Yes","over $150,000","Male","Bachelor's Degree","Married (w/kids)"
"88",428,1970,"Male","$25,001 - $50,000","Single (w/kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","No","No","TMI","No","No","Talk","Technology","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","Yes","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Single (w/kids)"
"89",429,1986,"Male","$75,000 - $100,000","Married (no kids)","Master's Degree","","","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","Yes","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$75,000 - $100,000","Male","Master's Degree","Married (no kids)"
"90",438,1974,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","No","Yes","Yes","Art","Try first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","No","Start","No","No","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","over $150,000","Female","Bachelor's Degree","Married (w/kids)"
"91",452,1975,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","No","Cautious","Yes","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","$100,001 - $150,000","Female","Master's Degree","Married (w/kids)"
"92",462,1961,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","P.M.","No","End","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","","No","Supportive","No","PC","Yes","Cautious","","Umm...","No","Space","No","In-person","Yes","Yes","No","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","$75,000 - $100,000","Male","High School Diploma","Married (w/kids)"
"93",469,1938,"Male","$25,001 - $50,000","Married (no kids)","High School Diploma","No","No","No","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","Yes","No","No","Yes","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","$25,001 - $50,000","Male","High School Diploma","Married (no kids)"
"94",480,1978,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","","Yes","No","Yes","","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","","No","No","","","","","","","","","Cool headed","","No","","Yes","Yes","No","No","P.M.","Yes","","","No","","","No","Yes","","No","Mysterious","No","Yes","Talk","People","Yes","","","","","","No","PC","","Cautious","","","","","","In-person","No","Yes","Yes","Yes","","Yes","No","","No","No","No","Yes","No","No","No","Yes","Yes","Rent","Optimist","","No","No","No","","Check!","No","No","No","Yes","Yes","","Only-child","Yes","Yes","","$75,000 - $100,000","Male","Master's Degree","Married (w/kids)"
"95",488,1954,"Male","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","","Yes","No","Yes","No","Yes","Private","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","A.M.","No","Start","Yes","Yes","Me","No","No","Yes","No","Yes","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","No","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Single (no kids)"
"96",489,1982,"Female","$25,001 - $50,000","Single (no kids)","Master's Degree","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","","Study first","Yes","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","Yes","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","","No","No","Yes","Demanding","No","Mac","","Risk-friendly","Yes","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Rent","Pessimist","Dad","No","Yes","Yes","No","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","$25,001 - $50,000","Female","Master's Degree","Single (no kids)"
"97",492,1984,"Female","$75,000 - $100,000","Married (w/kids)","","","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","","","","","No","Giving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Female","Master's Degree","Married (w/kids)"
"98",498,1974,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","No","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","over $150,000","Female","Bachelor's Degree","Married (w/kids)"
"99",505,1981,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","No","No","Yes","Yes","Yes","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","No","No","Me","No","No","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Demanding","Yes","PC","No","Cautious","Yes","Umm...","No","Socialize","Yes","In-person","No","No","Yes","","","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","$50,000 - $74,999","Female","Bachelor's Degree","Single (no kids)"
"100",508,NA,"","","","Bachelor's Degree","No","Yes","No","No","Yes","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","No","No","Me","No","No","Yes","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","","No","PC","No","Cautious","Yes","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","Yes","No","No","No","No","No","Rent","Pessimist","Mom","No","No","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Single (no kids)"
"101",510,1968,"Male","$100,001 - $150,000","Domestic Partners (no kids)","Master's Degree","No","No","No","No","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Only-child","Yes","Yes","Yes","$100,001 - $150,000","Male","Master's Degree","Domestic Partners (no kids)"
"102",511,1948,"Male","","Married (w/kids)","","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","","","","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","","","P.M.","No","End","No","Yes","Me","Yes","No","No","Yes","Yes","TMI","No","No","Talk","Technology","No","No","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","Yes","","","","","In-person","No","Yes","Yes","No","Yay people!","Yes","No","Yes","Yes","No","No","No","Yes","","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","over $150,000","Male","Bachelor's Degree","Married (w/kids)"
"103",512,1948,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","Yes","No","No","Yes","Yes","Public","Yes","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","No","End","Yes","Yes","Circumstances","Yes","Yes","No","No","Yes","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","Yes","No","No","No","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Single (no kids)"
"104",518,1997,"Male","","","Current K-12","No","No","No","","No","Yes","Private","No","No","No","No","No","Yes","Yes","Art","Study first","No","No","No","","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","No","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","Yes","Online","No","No","No","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","","Yes","No","","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","$100,001 - $150,000","Male","Current K-12","Single (no kids)"
"105",519,1970,"Male","$75,000 - $100,000","Domestic Partners (w/kids)","High School Diploma","","","","","","","","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","","","","","No","End","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","Yes","In-person","Yes","No","","","","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No","$75,000 - $100,000","Male","High School Diploma","Domestic Partners (w/kids)"
"106",522,1949,"Male","over $150,000","Married (w/kids)","Current K-12","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","Yes","No","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","No","No","No","No","TMI","Yes","Yes","Talk","People","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","over $150,000","Male","Current K-12","Married (w/kids)"
"107",523,1949,"Female","$25,001 - $50,000","Domestic Partners (no kids)","High School Diploma","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","No","End","Yes","No","Me","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","$25,001 - $50,000","Female","High School Diploma","Domestic Partners (no kids)"
"108",528,1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","No","No","No","No","Yes","No","Private","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","","","","","","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","No","","","Yes","Own","Optimist","Dad","No","No","No","No","Nope","Yes","No","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)"
"109",530,1990,"Female","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","No","No","No","Receiving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","","Happy","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Female","Current Undergraduate","Single (no kids)"
