"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
1475,1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","No","Art","Try first","Yes","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","No","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","No","Yay people!","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","","Yes","Yes","No","Yes","Nope","Yes","No","No","No","No","No","Yes","Yes","No","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,1
1476,1973,"Female","over $150,000","Married (w/kids)","Doctoral Degree","Democrat","No","Yes","No","Yes","No","No","Private","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","","","","","","No","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","TMI","Yes","Yes","Tunes","Technology","Yes","","Yes","","","","No","Mac","No","Cautious","No","","No","","No","","","No","Yes","No","Grrr people","Yes","","","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","over $150,000","Female","Doctoral Degree","Married (w/kids)","Yes",1,1,1,1
1477,1996,"Male","","","Current K-12","Republican","","Yes","Yes","No","No","No","Public","No","No","Yes","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","","Socialize","Yes","","","","","Yes","Grrr people","Yes","No","","","","","","","","","","No","Rent","Pessimist","","No","No","No","Yes","Check!","No","No","No","Yes","Yes","","","","","","$100,001 - $150,000","Male","Current K-12","Single (no kids)","No",0,1,0,1
1478,1956,"Male","","Married (w/kids)","","Democrat","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","No","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","No",0,1,1,0
1479,1989,"Female","over $150,000","Single (no kids)","Current Undergraduate","Democrat","","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","No","Yes","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","No","over $150,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
1480,1977,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Democrat","No","No","No","Yes","Yes","Yes","Public","","","","","","Yes","No","Science","Try first","No","Yes","Yes","No","Giving","No","","","","","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","","","","","Yes","TMI","Yes","No","Tunes","Technology","No","No","No","Yes","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","","","","","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","under $25,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,1
1481,1972,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","","","","","","","","","Yes","No","Yes","Yes","No","Yes","","","","","No","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cautious","No","","","","","","","No","Yes","Yes","Grrr people","No","No","No","No","Yes","No","","","","Yes","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","No","","","Yes","No","","No","$100,001 - $150,000","Female","Bachelor's Degree","Married (w/kids)","",1,1,1,1
1482,1983,"Female","","","","Republican","","Yes","","Yes","Yes","No","Public","Yes","Yes","No","Yes","No","No","Yes","","","","","","","","Yes","Yes","","No","","Cool headed","Standard hours","No","Right","No","Yes","No","No","P.M.","","","","","","","","","","","","","","Tunes","Technology","No","","","Yes","No","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","","In-person","No","Yes","","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","Yes","","No","No","","Own","","","","Yes","Yes","Yes","Nope","Yes","No","","Yes","","","Yes","Yes","No","Yes","$25,001 - $50,000","Female","Current Undergraduate","Single (no kids)","No",0,1,0,0
1483,1959,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","","","Yes","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PC","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Pessimist","Dad","","","","","","","","","","","","","No","Yes","","$100,001 - $150,000","Male","Master's Degree","Married (w/kids)","Yes",1,1,1,1
1485,1999,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Start","No","","Circumstances","","","","Yes","","","","","","","","Yes","","No","Yes","","","","","","No","","","","No","","","","","","","","","","","","","","","Yes","","Yes","","","Optimist","","","No","Yes","Yes","","No","","","","Yes","","Yes","","","","$50,000 - $74,999","Female","Current K-12","Single (no kids)","",1,1,1,1
1486,1950,"Female","over $150,000","Married (w/kids)","Master's Degree","Democrat","No","No","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","No","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","over $150,000","Female","Master's Degree","Married (w/kids)","Yes",1,1,1,1
1487,1982,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Yes!","Yes","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","$50,000 - $74,999","Female","Bachelor's Degree","Married (no kids)","No",1,1,1,1
1488,1968,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Democrat","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","Yes","Talk","People","Yes","Yes","No","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
1489,1950,"Male","","Married (w/kids)","Associate's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Talk","","Yes","","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","","","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","$25,001 - $50,000","Male","Associate's Degree","Married (w/kids)","Yes",0,1,1,1
1491,1997,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Democrat","No","No","No","No","Yes","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","No","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","No","No","Yes","Yes","No","No","Yes","$50,000 - $74,999","Female","Current K-12","Single (no kids)","No",1,1,1,1
1492,1988,"Male","","Single (no kids)","","Democrat","No","","No","Yes","Yes","No","Public","","","","","","","","","","No","Yes","","Yes","Giving","","No","","Yes","No","","","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","","Yes","No","Yes","No","","","","","","","Yes","","","","","","","","Yes","Risk-friendly","Yes","Yes!","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","","Yes","No","Yes","","","No","","Yes","No","Yes","Own","Optimist","Mom","","Yes","Yes","Yes","Check!","","","","","Yes","","","","","","under $25,000","Male","Current Undergraduate","Single (no kids)","Yes",0,1,1,0
1493,1997,"Male","over $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","No","Yes","No","Yes","","No","Start","No","Yes","Circumstances","Yes","Yes","No","No","No","TMI","Yes","No","","","","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","Yes","Online","","Yes","No","Yes","Grrr people","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","over $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
1494,1962,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Republican","No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","","No","","","Online","No","Yes","Yes","Yes","Grrr people","Yes","","","Yes","Yes","","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","$50,000 - $74,999","Female","Bachelor's Degree","Married (no kids)","No",1,1,1,1
1495,1960,"Female","over $150,000","Married (no kids)","","Republican","","","","","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No","over $150,000","Female","Current K-12","Married (no kids)","No",1,1,1,0
1496,1991,"Female","","","","Republican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Happy","Yes","No","No","No","A.M.","Yes","","Yes","No","Me","","","","","","","No","","","","","","","","","Supportive","No","","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Rent","","","No","","Yes","Yes","Check!","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","","$75,000 - $100,000","Female","Bachelor's Degree","Single (no kids)","Yes",0,1,0,0
1498,1948,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","Democrat","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","","No","","Yes","Yes","","Yes","","","","","","","","","","Yes","No","","P.M.","Yes","End","Yes","No","Me","No","Yes","","No","No","Mysterious","No","","Tunes","","No","","Yes","Yes","Yes","Demanding","Yes","PC","Yes","","Yes","Yes!","No","Socialize","Yes","In-person","No","No","No","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No","$75,000 - $100,000","Male","Master's Degree","Married (w/kids)","No",1,1,1,1
1500,1971,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No","$100,001 - $150,000","Female","Bachelor's Degree","Married (w/kids)","No",1,1,1,1
1501,1976,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Democrat","No","Yes","No","Yes","No","No","Public","No","No","No","No","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","No","End","Yes","No","Me","Yes","No","No","No","No","TMI","No","No","Tunes","Technology","Yes","No","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$75,000 - $100,000","Male","High School Diploma","Married (w/kids)","Yes",1,1,1,1
1502,1972,"Male","$75,000 - $100,000","Married (no kids)","Associate's Degree","Democrat","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","No","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","","Yes","","","","","No","$75,000 - $100,000","Male","Associate's Degree","Married (no kids)","No",1,1,1,1
1504,1978,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","Yes","TMI","No","No","Talk","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","","","","","","","Optimist","Dad","","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
1505,1983,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Republican","","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","No","Yes","No","Yes","Giving","No","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Own","Optimist","Dad","Yes","","","","","No","No","No","Yes","Yes","No","Only-child","No","Yes","Yes","$50,000 - $74,999","Female","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
1506,1993,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Republican","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Receiving","Yes","","Pragmatist","No","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","No","No","Yes","Yes","Yes","Yes","Only-child","No","No","Yes","$50,000 - $74,999","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
1507,1955,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","","Yes","No","No","No","No","Private","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Right","No","Yes","No","No","P.M.","No","End","Yes","Yes","Circumstances","Yes","No","No","Yes","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","No",1,1,1,1
1508,1947,"Male","over $150,000","Married (w/kids)","Master's Degree","Democrat","","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","No","Start","Yes","No","Circumstances","Yes","No","Yes","No","Yes","TMI","No","Yes","Tunes","People","No","Yes","Yes","No","No","Supportive","No","","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","","No","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","over $150,000","Male","Master's Degree","Married (w/kids)","WTF",1,1,1,1
1509,1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","","","","","","","","","","","","","","","","","","","","","","","Yes","Idealist","No","No","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","No","Cautious","No","Yes!","Yes","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
1510,1977,"Female","under $25,000","Single (no kids)","High School Diploma","Democrat","No","No","Yes","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","No","Art","Try first","Yes","No","No","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","Yes","Socialize","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","No","No","under $25,000","Female","High School Diploma","Single (no kids)","No",1,1,1,1
1512,1987,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","Yes","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","","","","Cool headed","","","","","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
1513,1991,"Female","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","Democrat","","","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","","","","","","","","","","","","","","Yes","End","Yes","Yes","","No","Yes","No","Yes","No","TMI","Yes","No","Tunes","People","No","","","Yes","Yes","Demanding","No","PC","Yes","Cautious","Yes","","No","","","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","No","No","No","No","Yes","","No","Yes","No","No","Rent","Pessimist","Mom","No","","","","","","","","","","","","","","No","$25,001 - $50,000","Female","Bachelor's Degree","Married (w/kids)","No",1,1,1,1
1514,1996,"Male","over $150,000","","Current K-12","Republican","","","","","","","","No","No","No","No","Yes","","Yes","Science","","","","Yes","","Receiving","","","","","","","","","Right","No","","","","","","","","","","","","","","","","","","","","","","","","","","No","Mac","","","","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","","","","","","","Optimist","Dad","","No","Yes","Yes","Check!","Yes","","","","","","","","","","over $150,000","Male","Current K-12","Single (no kids)","",1,1,0,1
1515,1985,"Female","under $25,000","Single (no kids)","Current Undergraduate","Republican","Yes","No","No","No","No","No","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","Yes","No","Yes","Yes","Receiving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Rent","Pessimist","Mom","Yes","Yes","No","Yes","Nope","Yes","Yes","No","No","No","No","Yes","No","No","Yes","under $25,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
