"USER_ID","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
1334,"over $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
1342,"$50,000 - $74,999","Male","Single (no kids)","Master's Degree","","No","Yes","","","","Standard hours"
1344,"$50,000 - $74,999","Female","Married (w/kids)","Current Undergraduate","No","No","","","","",""
1362,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","","No","No","Idealist","","Yes","Odd hours"
1364,"$50,000 - $74,999","Female","Married (w/kids)","","","No","","","","",""
1367,"$50,000 - $74,999","Female","Married (no kids)","Current Undergraduate","No","No","","Pragmatist","","Yes","Odd hours"
1371,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1374,"$25,001 - $50,000","Female","Single (no kids)","Master's Degree","","","","Idealist","Yes","",""
1381,"$25,001 - $50,000","Female","Married (no kids)","","No","No","No","Pragmatist","","Yes","Odd hours"
1383,"$75,000 - $100,000","Male","Married (w/kids)","","No","No","No","Pragmatist","No","Yes","Odd hours"
1402,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","Yes","Yes","No","Idealist","No","Yes","Standard hours"
1409,"","Male","","Current Undergraduate","Yes","No","No","Pragmatist","Yes","Yes","Odd hours"
1416,"$100,001 - $150,000","Male","Married (no kids)","Master's Degree","","","No","Idealist","No","No","Standard hours"
1421,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","No","Odd hours"
1427,"$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
1429,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","Yes","Yes","No","Pragmatist","Yes","Yes","Standard hours"
1431,"","Female","Single (no kids)","Current Undergraduate","Yes","No","","","Yes","Yes",""
1440,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","Yes","No","Yes","","No","Yes","Odd hours"
1442,"$50,000 - $74,999","Female","Married (w/kids)","High School Diploma","No","No","No","Idealist","Yes","Yes","Odd hours"
1446,"$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","No","","Pragmatist","","",""
1451,"$75,000 - $100,000","Female","Single (w/kids)","Bachelor's Degree","No","Yes","Yes","Idealist","Yes","No","Odd hours"
1452,"$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","No","Yes","","Yes","No","Standard hours"
1464,"$75,000 - $100,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","No","","","Yes","Odd hours"
1472,"$25,001 - $50,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","No","Odd hours"
1473,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1474,"$50,000 - $74,999","Female","Single (no kids)","Current Undergraduate","No","No","","","No","",""
1484,"","Male","Married (w/kids)","","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
1490,"$75,000 - $100,000","Male","Single (no kids)","","No","No","No","Pragmatist","No","Yes","Standard hours"
1497,"","Female","","Current K-12","No","No","No","Idealist","No","No","Standard hours"
1499,"$100,001 - $150,000","Female","Married (w/kids)","High School Diploma","","","","","","",""
1503,"$75,000 - $100,000","Female","Married (no kids)","Master's Degree","No","","Yes","Pragmatist","","Yes","Odd hours"
1511,"over $150,000","Female","Married (no kids)","High School Diploma","Yes","No","Yes","Pragmatist","Yes","Yes","Odd hours"
1516,"$100,001 - $150,000","Female","Married (w/kids)","","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
1521,"$75,000 - $100,000","Female","Single (no kids)","Master's Degree","","No","Yes","","No","Yes","Odd hours"
1522,"$25,001 - $50,000","Female","Married (w/kids)","Current Undergraduate","Yes","No","Yes","Pragmatist","Yes","No","Odd hours"
1523,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","No","Odd hours"
1529,"$75,000 - $100,000","Female","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1536,"$75,000 - $100,000","Male","Married (w/kids)","Current Undergraduate","No","No","No","Idealist","No","Yes","Odd hours"
1540,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","","","Pragmatist","","No","Odd hours"
1545,"$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","","Yes","Standard hours"
1548,"$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","","Yes","No","Pragmatist","","No","Standard hours"
1552,"$75,000 - $100,000","Female","Married (w/kids)","Associate's Degree","No","No","No","Pragmatist","","No","Standard hours"
1557,"$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","No",""
1558,"","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","Yes","Standard hours"
1559,"$75,000 - $100,000","Male","Married (w/kids)","Current K-12","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
1565,"$75,000 - $100,000","Male","Married (no kids)","","","","","","","",""
1576,"$75,000 - $100,000","Female","","Doctoral Degree","No","","No","","","Yes","Standard hours"
1581,"over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Idealist","Yes","Yes","Standard hours"
1592,"$100,001 - $150,000","Male","Married (w/kids)","Doctoral Degree","","","No","Pragmatist","","No",""
1594,"$100,001 - $150,000","Female","Married (no kids)","Master's Degree","No","No","No","Pragmatist","No","No","Standard hours"
1600,"$100,001 - $150,000","Female","Married (no kids)","Master's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1604,"under $25,000","Female","Married (no kids)","Bachelor's Degree","","No","Yes","","No","Yes",""
1613,"over $150,000","Male","Married (no kids)","","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
1615,"$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","No","Idealist","No","Yes","Standard hours"
1617,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","","Yes","Odd hours"
1619,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","","No","","No","Yes","Odd hours"
1620,"","Female","Single (no kids)","Current Undergraduate","Yes","","No","","","","Standard hours"
1624,"$75,000 - $100,000","Female","Single (no kids)","Current Undergraduate","No","No","No","Idealist","Yes","No","Odd hours"
1629,"over $150,000","Male","Single (w/kids)","Doctoral Degree","","","","Idealist","No","",""
1630,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","No","Idealist","Yes","Yes","Odd hours"
1637,"$25,001 - $50,000","Male","Married (no kids)","Associate's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1643,"$25,001 - $50,000","Male","Single (no kids)","Current K-12","","Yes","No","","","",""
1645,"$50,000 - $74,999","Female","Single (no kids)","Master's Degree","","No","No","Pragmatist","Yes","Yes","Standard hours"
1649,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","","","","Pragmatist","","",""
1654,"$50,000 - $74,999","Male","Married (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
1668,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","No","","Yes","","Standard hours"
1680,"over $150,000","Male","Married (no kids)","","No","","","Pragmatist","","No",""
1681,"over $150,000","Male","Single (no kids)","Master's Degree","","","No","","No","Yes","Odd hours"
1683,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","","Yes","Yes","Standard hours"
1684,"","Male","Married (w/kids)","","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
1688,"over $150,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","No","Odd hours"
1689,"over $150,000","Female","Domestic Partners (no kids)","Associate's Degree","","No","Yes","Idealist","No","Yes","Standard hours"
1691,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","Yes","No","Yes","Pragmatist","No","Yes","Standard hours"
1692,"$25,001 - $50,000","Male","Single (no kids)","","No","No","No","","","",""
1693,"","Female","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
1696,"$100,001 - $150,000","Female","Single (no kids)","Master's Degree","","","","","","",""
1702,"$25,001 - $50,000","Male","Single (no kids)","Master's Degree","Yes","No","No","Pragmatist","No","No","Standard hours"
1706,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","","","","",""
1708,"$25,001 - $50,000","Male","Single (no kids)","Current K-12","","","","","No","Yes",""
1719,"$25,001 - $50,000","Male","Married (no kids)","Bachelor's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
1723,"$50,000 - $74,999","Male","Married (w/kids)","Current K-12","Yes","No","No","","","Yes","Standard hours"
1731,"over $150,000","Male","Married (w/kids)","","","","No","","","Yes",""
1734,"$100,001 - $150,000","Female","Married (w/kids)","","Yes","No","No","Idealist","No","No","Standard hours"
1736,"$50,000 - $74,999","Male","Single (w/kids)","Master's Degree","No","No","Yes","Idealist","No","Yes","Odd hours"
1748,"$50,000 - $74,999","Male","Domestic Partners (no kids)","","No","","","","No","",""
1750,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","","Yes","Standard hours"
1751,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","No","Odd hours"
1757,"under $25,000","Female","Single (no kids)","Current K-12","","","","Idealist","No","","Odd hours"
1763,"$100,001 - $150,000","Female","Single (w/kids)","","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1766,"$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","Yes","No","Idealist","No","No","Odd hours"
1767,"","Male","Single (no kids)","Current K-12","Yes","No","No","Idealist","Yes","Yes","Standard hours"
1776,"$100,001 - $150,000","Male","Single (no kids)","Doctoral Degree","","","","","","","Odd hours"
1782,"over $150,000","Male","Married (w/kids)","","No","","","Pragmatist","No","Yes","Odd hours"
1790,"$75,000 - $100,000","Male","Single (w/kids)","","No","No","No","Pragmatist","No","No","Odd hours"
1812,"over $150,000","Male","Married (w/kids)","Master's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
1816,"","Female","Single (w/kids)","","No","No","No","Pragmatist","Yes","Yes","Standard hours"
1819,"$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
1824,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
1831,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1841,"$50,000 - $74,999","Male","Single (no kids)","","Yes","","No","","","No","Odd hours"
1857,"$50,000 - $74,999","Female","Single (no kids)","Master's Degree","","","No","Idealist","Yes","Yes",""
1858,"over $150,000","Male","Married (w/kids)","High School Diploma","","","","Pragmatist","Yes","",""
1860,"","Female","Married (w/kids)","","","Yes","","","","",""
1873,"","Male","","","No","No","No","Pragmatist","No","Yes",""
1876,"","Female","","Current K-12","No","No","Yes","","No","",""
1878,"over $150,000","Male","Married (w/kids)","","No","No","No","Pragmatist","No","Yes","Standard hours"
1882,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","No","Odd hours"
1884,"$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","","No","",""
1890,"over $150,000","Male","Single (w/kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1905,"over $150,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
1906,"over $150,000","Male","Married (w/kids)","Doctoral Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1913,"$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","","","","No","",""
1918,"$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1921,"$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
1925,"$50,000 - $74,999","Male","Married (no kids)","Master's Degree","No","No","Yes","Idealist","No","Yes","Odd hours"
1936,"under $25,000","Male","Single (no kids)","High School Diploma","","","","","","",""
1940,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
1941,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","","Idealist","","",""
1947,"over $150,000","Female","Married (no kids)","","","","","","","",""
1948,"$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Idealist","No","Yes","Standard hours"
1959,"over $150,000","Female","Married (no kids)","Bachelor's Degree","No","Yes","No","Idealist","Yes","Yes","Standard hours"
1963,"$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","","","No","","","Yes","Standard hours"
1966,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
1968,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","No","Yes","Odd hours"
1975,"$50,000 - $74,999","Male","Married (w/kids)","","","","Yes","","No","",""
1978,"$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","No","No","No","Pragmatist","","Yes","Standard hours"
1982,"","Male","Married (w/kids)","","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1995,"$50,000 - $74,999","Male","Domestic Partners (no kids)","Current Undergraduate","No","No","Yes","Idealist","No","No","Odd hours"
1999,"$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","No","No","No","Pragmatist","No","Yes","Odd hours"
2002,"over $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","No","Standard hours"
2014,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","","","","",""
2028,"under $25,000","Male","Single (no kids)","Associate's Degree","No","No","No","Idealist","No","No","Odd hours"
2031,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
2034,"over $150,000","Female","Married (w/kids)","Doctoral Degree","Yes","","","","","",""
2036,"$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","","Yes","No","Idealist","Yes","No","Standard hours"
2037,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","Yes","No","","","",""
2040,"over $150,000","Female","Married (no kids)","Bachelor's Degree","No","","Yes","","Yes","","Odd hours"
2041,"$75,000 - $100,000","Female","Married (w/kids)","High School Diploma","No","","","Pragmatist","No","Yes","Standard hours"
2042,"$75,000 - $100,000","Female","Single (no kids)","","No","Yes","No","Idealist","","No",""
2043,"over $150,000","Male","Married (w/kids)","Master's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
2056,"$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","Yes","","","","","",""
2058,"$50,000 - $74,999","Female","Single (w/kids)","Master's Degree","Yes","","No","Idealist","Yes","","Standard hours"
2064,"under $25,000","Male","Single (no kids)","Current Undergraduate","","","No","Idealist","","Yes","Odd hours"
2069,"$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","Yes","","","","","No",""
2080,"under $25,000","Female","Domestic Partners (no kids)","Associate's Degree","No","No","Yes","Pragmatist","No","No","Odd hours"
2083,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","Yes","No","No","","No","",""
2087,"over $150,000","Male","Married (no kids)","Associate's Degree","No","Yes","No","Idealist","Yes","No","Standard hours"
2093,"$50,000 - $74,999","Male","Single (no kids)","Master's Degree","","","","","","",""
2100,"$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
2109,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","No","Odd hours"
2113,"over $150,000","Female","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
2116,"$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
2120,"$25,001 - $50,000","Female","Married (no kids)","Bachelor's Degree","No","Yes","No","Idealist","Yes","Yes","Standard hours"
2124,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
2127,"$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","","Pragmatist","No","Yes",""
2133,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
2135,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","","","No","",""
2137,"over $150,000","Male","Domestic Partners (no kids)","Master's Degree","Yes","No","","","","",""
2141,"","Male","Single (w/kids)","","Yes","No","Yes","Pragmatist","Yes","No","Odd hours"
2149,"$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","No","No","No","Pragmatist","Yes","Yes","Odd hours"
2160,"$25,001 - $50,000","Male","Married (w/kids)","","No","No","Yes","Idealist","Yes","Yes","Odd hours"
2162,"","Male","Married (no kids)","Bachelor's Degree","","Yes","Yes","Idealist","Yes","",""
2163,"$25,001 - $50,000","Male","Married (no kids)","High School Diploma","","","Yes","Idealist","","No","Odd hours"
2165,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","Yes","Standard hours"
2166,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
2178,"$100,001 - $150,000","Female","Married (w/kids)","High School Diploma","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
2180,"","","","","Yes","No","No","","No","Yes","Standard hours"
2185,"$75,000 - $100,000","Female","Married (no kids)","Master's Degree","No","","","","","",""
2187,"$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","No","No","","Yes","No","Standard hours"
2197,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","Yes","Odd hours"
2206,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","Yes","Yes","Idealist","","Yes","Standard hours"
2216,"$100,001 - $150,000","Male","Married (w/kids)","","","","","","No","",""
2220,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
2224,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Idealist","Yes","No","Odd hours"
2234,"under $25,000","Male","Single (no kids)","","No","Yes","Yes","Idealist","Yes","No","Odd hours"
2235,"","Female","","Current K-12","","","","","","Yes","Standard hours"
2241,"$50,000 - $74,999","Female","Single (no kids)","","Yes","No","Yes","Pragmatist","No","Yes","Odd hours"
2248,"over $150,000","Male","Married (no kids)","","No","Yes","No","Idealist","Yes","Yes","Odd hours"
2259,"$50,000 - $74,999","Female","Single (no kids)","Master's Degree","Yes","No","No","","No","No","Standard hours"
2262,"$25,001 - $50,000","Female","Single (no kids)","High School Diploma","Yes","","","Pragmatist","No","","Standard hours"
2274,"$25,001 - $50,000","Female","Married (w/kids)","Associate's Degree","Yes","No","No","Idealist","Yes","Yes","Odd hours"
2275,"","Female","Single (no kids)","Current K-12","Yes","","","","","",""
2298,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","Idealist","","",""
2304,"$75,000 - $100,000","Female","Single (w/kids)","Associate's Degree","No","No","Yes","","No","No","Standard hours"
2307,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","","No","No","Pragmatist","No","No","Standard hours"
2309,"","Female","Single (no kids)","","","No","No","Pragmatist","","No","Standard hours"
2312,"under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","No","Yes","","No","",""
2324,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes",""
2335,"$50,000 - $74,999","Male","Married (w/kids)","","","","","","","",""
2336,"$75,000 - $100,000","Female","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","Yes","Standard hours"
2338,"$50,000 - $74,999","Female","Single (no kids)","High School Diploma","","","No","Pragmatist","","Yes","Standard hours"
2348,"over $150,000","Male","Married (no kids)","Bachelor's Degree","","","Yes","Pragmatist","No","Yes","Standard hours"
2350,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Odd hours"
2353,"$100,001 - $150,000","Male","Single (no kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
2356,"over $150,000","Female","Married (w/kids)","Current Undergraduate","No","Yes","","Pragmatist","Yes","Yes",""
2362,"over $150,000","Male","Married (w/kids)","High School Diploma","No","No","Yes","Pragmatist","No","No","Standard hours"
2374,"over $150,000","Male","Married (no kids)","","","","","Pragmatist","","",""
2377,"under $25,000","Female","Single (no kids)","High School Diploma","No","No","No","Pragmatist","Yes","Yes","Standard hours"
2378,"$75,000 - $100,000","Male","Single (no kids)","Doctoral Degree","No","Yes","Yes","","","No","Odd hours"
2379,"$50,000 - $74,999","Female","Single (w/kids)","","","","","Idealist","Yes","Yes","Standard hours"
2386,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","","","","Yes","Standard hours"
2390,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
2398,"$100,001 - $150,000","Female","Married (w/kids)","High School Diploma","No","No","No","Idealist","","Yes","Odd hours"
2402,"$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","","Yes","Yes","Idealist","","","Odd hours"
2405,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","Yes","No","Standard hours"
2406,"under $25,000","Female","Single (no kids)","Current Undergraduate","No","No","No","","No","",""
2409,"under $25,000","Male","Married (w/kids)","","No","","","Idealist","","",""
2410,"$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
2413,"$50,000 - $74,999","Female","Single (no kids)","","","","","","No","",""
2416,"","Female","Married (w/kids)","","No","No","No","Idealist","Yes","Yes","Standard hours"
2419,"$100,001 - $150,000","Male","Single (w/kids)","","","","","Pragmatist","","",""
2427,"$25,001 - $50,000","Male","Married (no kids)","Master's Degree","No","No","Yes","Idealist","Yes","No","Odd hours"
2430,"","Male","Married (w/kids)","","No","Yes","Yes","Pragmatist","No","No","Odd hours"
2434,"","Female","","","Yes","","","","","",""
2435,"$50,000 - $74,999","Male","Single (no kids)","","Yes","No","No","Pragmatist","","Yes","Standard hours"
2452,"under $25,000","Male","Single (no kids)","Associate's Degree","","","","","","",""
2454,"","Female","Single (no kids)","Associate's Degree","No","No","No","Idealist","No","No","Odd hours"
2456,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","","Pragmatist","","","Standard hours"
2458,"$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","Yes","Yes","","Pragmatist","Yes","Yes","Standard hours"
2462,"$100,001 - $150,000","Male","Married (w/kids)","","","","","Pragmatist","Yes","",""
2470,"","Male","Single (no kids)","High School Diploma","","","","","","",""
2472,"$50,000 - $74,999","Female","Married (w/kids)","Master's Degree","No","","","","","",""
2473,"$75,000 - $100,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Pragmatist","No","No","Standard hours"
2487,"over $150,000","Male","Married (w/kids)","","","","","","","",""
2488,"$25,001 - $50,000","Female","Married (no kids)","Bachelor's Degree","No","No","No","Idealist","Yes","Yes","Standard hours"
2493,"$100,001 - $150,000","Male","Married (w/kids)","","","Yes","No","","","","Standard hours"
2496,"","Male","Single (no kids)","","No","No","No","Pragmatist","No","Yes","Standard hours"
2499,"over $150,000","Female","Domestic Partners (no kids)","Master's Degree","Yes","Yes","No","Idealist","No","Yes","Standard hours"
2500,"$100,001 - $150,000","Female","Married (no kids)","Master's Degree","","Yes","No","","Yes","",""
2501,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
2502,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
2504,"under $25,000","Male","Single (no kids)","Bachelor's Degree","No","","No","Idealist","Yes","Yes","Odd hours"
2505,"$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","","","","","No","",""
2510,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","No","Yes","Odd hours"
2514,"$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","","","No","","No","",""
2519,"$50,000 - $74,999","Female","Single (no kids)","Current Undergraduate","","","No","","No","",""
2531,"$75,000 - $100,000","Male","Married (no kids)","","No","","","","No","No",""
2535,"$100,001 - $150,000","Male","Married (w/kids)","Current Undergraduate","No","No","Yes","Idealist","No","Yes","Odd hours"
2537,"over $150,000","Male","","Master's Degree","No","","","Pragmatist","No","","Standard hours"
2539,"","Female","Married (w/kids)","","No","Yes","","Pragmatist","","Yes","Standard hours"
2540,"$75,000 - $100,000","Female","Single (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","No","","Odd hours"
2547,"","Female","","","Yes","","","","","Yes","Standard hours"
2548,"$50,000 - $74,999","Male","Married (no kids)","Master's Degree","","","No","","","",""
2551,"$75,000 - $100,000","Male","Married (w/kids)","","","","No","","No","",""
2552,"$50,000 - $74,999","Female","Married (w/kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Odd hours"
2555,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
2564,"","Female","Single (no kids)","Current Undergraduate","Yes","","No","","","Yes","Odd hours"
2568,"","Female","","","","","No","","No","",""
2569,"","Male","","","","","","","","",""
2572,"$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","","","","Pragmatist","Yes","",""
2584,"$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","No","","No","Idealist","Yes","Yes","Standard hours"
2585,"under $25,000","Female","Married (no kids)","Bachelor's Degree","No","Yes","Yes","","Yes","No","Standard hours"
2596,"","Male","","","","","","","","",""
2599,"","Female","Married (w/kids)","Master's Degree","No","No","Yes","Pragmatist","Yes","Yes",""
2600,"$50,000 - $74,999","Female","Married (no kids)","High School Diploma","","","No","Pragmatist","No","Yes","Odd hours"
2602,"$100,001 - $150,000","Female","Married (w/kids)","","","","","Pragmatist","Yes","",""
2607,"","Female","Married (no kids)","Doctoral Degree","","","","","","",""
2616,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","","Yes","No","Pragmatist","Yes","Yes","Standard hours"
2617,"under $25,000","Female","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","Yes","Standard hours"
2628,"over $150,000","Male","Married (w/kids)","High School Diploma","","No","","","","",""
2630,"$25,001 - $50,000","Female","Single (w/kids)","","","","","","","No","Standard hours"
2633,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","","","Pragmatist","","No","Standard hours"
2636,"$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","No","Yes","No","Idealist","No","Yes","Standard hours"
2642,"$100,001 - $150,000","Male","Domestic Partners (no kids)","","No","No","No","Pragmatist","No","No","Odd hours"
2648,"$75,000 - $100,000","Male","Married (w/kids)","","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
2651,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
2653,"","Male","Married (no kids)","","No","Yes","","Idealist","Yes","No","Odd hours"
