"USER_ID","Party","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
1254,"Republican","$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1255,"Democrat","","Female","Married (w/kids)","","Yes","Yes","No","","Yes","Yes","Standard hours"
1257,"Republican","$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","No","Yes","Yes","Pragmatist","No","Yes","Odd hours"
1258,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","Yes","No","No","Idealist","No","Yes","Odd hours"
1260,"Republican","under $25,000","Female","Single (no kids)","","","","","","","No","Odd hours"
1261,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Idealist","Yes","No","Odd hours"
1263,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
1264,"Republican","$100,001 - $150,000","Female","Married (no kids)","Associate's Degree","","Yes","No","Idealist","No","Yes","Odd hours"
1265,"Republican","","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","Yes","Yes","Standard hours"
1267,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","","","No","Idealist","No","","Standard hours"
1268,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Associate's Degree","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
1269,"Democrat","over $150,000","Male","Married (w/kids)","Doctoral Degree","","No","No","Idealist","","Yes","Odd hours"
1270,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","","Yes","Idealist","No","",""
1271,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","No","Yes","Pragmatist","No","No","Odd hours"
1272,"Republican","under $25,000","Female","Married (no kids)","Current Undergraduate","No","No","Yes","Idealist","Yes","No","Standard hours"
1273,"Democrat","under $25,000","Male","Single (no kids)","Associate's Degree","","Yes","","","No","",""
1274,"Democrat","","Female","Married (w/kids)","","No","No","No","Idealist","No","Yes","Odd hours"
1276,"Republican","over $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","","No","Yes",""
1277,"Republican","over $150,000","Female","Single (no kids)","Bachelor's Degree","No","Yes","No","Idealist","","Yes","Standard hours"
1278,"Republican","","Female","Single (no kids)","Current Undergraduate","Yes","","No","Pragmatist","No","Yes","Odd hours"
1279,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","Yes","","No","No","Standard hours"
1280,"Republican","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Odd hours"
1281,"Democrat","","Female","Married (w/kids)","Master's Degree","No","","No","Pragmatist","","",""
1282,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","","","","","No","",""
1283,"Democrat","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","No","","","No","",""
1285,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Standard hours"
1286,"Democrat","$75,000 - $100,000","Female","Single (w/kids)","High School Diploma","No","No","Yes","Pragmatist","No","No","Odd hours"
1287,"Democrat","$100,001 - $150,000","Male","Domestic Partners (no kids)","Bachelor's Degree","Yes","No","No","Idealist","No","No","Odd hours"
1289,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","No","Yes","Idealist","No","No","Odd hours"
1290,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","","","","Yes","",""
1291,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
1292,"Democrat","","Female","Married (w/kids)","Bachelor's Degree","","No","Yes","Pragmatist","","Yes","Standard hours"
1293,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","","No","No","Yes","Pragmatist","No","Yes","Odd hours"
1294,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","No","No","Yes","Idealist","Yes","Yes","Odd hours"
1295,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
1296,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","No","No","Standard hours"
1297,"Republican","$75,000 - $100,000","Female","Married (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","No","Standard hours"
1299,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","Yes","Yes","Standard hours"
1300,"Republican","","Male","Single (no kids)","","","","","","No","","Odd hours"
1302,"Republican","$25,001 - $50,000","Female","Single (w/kids)","Associate's Degree","No","No","No","Idealist","No","No","Odd hours"
1303,"Democrat","under $25,000","Male","Domestic Partners (no kids)","Master's Degree","Yes","No","No","Idealist","No","Yes","Standard hours"
1304,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
1305,"Democrat","","Female","Single (no kids)","Current Undergraduate","Yes","","","","No","",""
1306,"Republican","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","No","No","Pragmatist","Yes","No","Standard hours"
1307,"Republican","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
1308,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
1309,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1310,"Republican","$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","No","No","No","Idealist","Yes","Yes","Odd hours"
1311,"Democrat","$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","","Yes","No","Standard hours"
1313,"Republican","$50,000 - $74,999","Female","Married (w/kids)","Master's Degree","No","","","Pragmatist","No","Yes",""
1314,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Odd hours"
1317,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","No","Odd hours"
1318,"Republican","$25,001 - $50,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","No","Odd hours"
1319,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","No","","","","Yes","",""
1320,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","Yes","No","Standard hours"
1321,"Democrat","$50,000 - $74,999","Male","Single (w/kids)","Current Undergraduate","Yes","No","No","Idealist","No","No","Odd hours"
1323,"Democrat","under $25,000","Female","Married (w/kids)","","Yes","No","Yes","","","No","Odd hours"
1324,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","","","Pragmatist","","Yes",""
1325,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
1326,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
1327,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","Yes","Standard hours"
1329,"Democrat","$100,001 - $150,000","Male","Single (no kids)","","","","","","","",""
1330,"Democrat","$100,001 - $150,000","Male","Single (no kids)","","","","","","","",""
1331,"Republican","over $150,000","Male","Married (w/kids)","","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1332,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Doctoral Degree","No","Yes","No","Idealist","No","Yes","Standard hours"
1333,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","No","No","Idealist","No","Yes","Odd hours"
1335,"Republican","under $25,000","Male","","","No","Yes","No","Pragmatist","No","No","Standard hours"
1336,"Democrat","","Female","Married (w/kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1337,"Democrat","$100,001 - $150,000","Male","Married (no kids)","","","No","No","Pragmatist","","Yes","Standard hours"
1338,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Doctoral Degree","Yes","No","No","Idealist","No","","Standard hours"
1339,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","No","No","Yes","Idealist","Yes","No","Standard hours"
1340,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","","","","","","",""
1341,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
1343,"Republican","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","Yes","No","Pragmatist","No","Yes","Odd hours"
1345,"Democrat","","Female","Married (no kids)","","Yes","","","Idealist","Yes","Yes","Standard hours"
1346,"Republican","over $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","Yes","Yes","Standard hours"
1347,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1348,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","Idealist","No","No","Odd hours"
1349,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Current K-12","No","Yes","No","Pragmatist","Yes","No","Standard hours"
1350,"Republican","","Female","Married (w/kids)","","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1351,"Democrat","$25,001 - $50,000","Male","Married (no kids)","","Yes","No","","","No","",""
1352,"Republican","over $150,000","Female","Married (w/kids)","Master's Degree","Yes","Yes","","Pragmatist","","No","Odd hours"
1353,"Democrat","$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","No",""
1354,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","","","No","","No","Yes","Odd hours"
1355,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","No","Yes","Idealist","No","Yes","Odd hours"
1356,"Democrat","$50,000 - $74,999","Female","Single (no kids)","","Yes","No","","Pragmatist","","",""
1357,"Democrat","$25,001 - $50,000","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
1358,"Republican","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","No","Yes","Pragmatist","Yes","No","Standard hours"
1359,"Republican","","Male","Married (w/kids)","","No","No","No","Idealist","No","",""
1360,"Republican","","Male","Married (w/kids)","High School Diploma","Yes","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1361,"Democrat","over $150,000","Male","Single (no kids)","Master's Degree","No","No","No","Idealist","No","No","Odd hours"
1363,"Republican","under $25,000","Male","Single (no kids)","Associate's Degree","No","No","Yes","Idealist","No","No","Standard hours"
1365,"Democrat","$25,001 - $50,000","Male","Married (no kids)","High School Diploma","","","Yes","Pragmatist","","No","Standard hours"
1366,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","","Yes","","No","","","Yes","Standard hours"
1368,"Democrat","under $25,000","Female","Single (no kids)","Master's Degree","","","No","","","",""
1369,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","","","","Idealist","Yes","Yes","Odd hours"
1370,"Democrat","$50,000 - $74,999","Male","Single (w/kids)","Bachelor's Degree","Yes","Yes","No","Idealist","No","Yes","Standard hours"
1372,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Idealist","No","Yes","Odd hours"
1373,"Democrat","over $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","No","Standard hours"
1375,"Republican","","Male","Married (no kids)","","No","Yes","No","Pragmatist","No","No","Standard hours"
1376,"Republican","over $150,000","Female","Single (no kids)","Master's Degree","No","No","No","Pragmatist","No","No","Standard hours"
1377,"Democrat","$50,000 - $74,999","Female","Married (no kids)","","Yes","No","No","Idealist","No","Yes","Odd hours"
1378,"Republican","","Male","Single (no kids)","Current Undergraduate","","","","Pragmatist","","Yes","Odd hours"
1379,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Master's Degree","","No","No","Idealist","","Yes","Standard hours"
1380,"Democrat","under $25,000","Female","Single (no kids)","","Yes","No","No","Pragmatist","Yes","Yes","Odd hours"
1382,"Republican","$50,000 - $74,999","Male","Married (no kids)","High School Diploma","","","","","","",""
1384,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","","","No","","","No","",""
1385,"Democrat","","Male","","Current K-12","No","No","No","Idealist","No","Yes","Standard hours"
1386,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","","","","","",""
1387,"Democrat","$25,001 - $50,000","Male","Married (no kids)","High School Diploma","No","No","Yes","Idealist","No","Yes","Odd hours"
1388,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","High School Diploma","","","","","","",""
1389,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Idealist","No","No","Standard hours"
1390,"Democrat","over $150,000","Male","Married (no kids)","Bachelor's Degree","","","Yes","","","",""
1391,"Republican","over $150,000","Male","Married (w/kids)","Doctoral Degree","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
1392,"Democrat","$50,000 - $74,999","Male","Single (no kids)","High School Diploma","","Yes","No","Pragmatist","No","Yes","Odd hours"
1393,"Democrat","over $150,000","Male","Single (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1394,"Republican","$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Odd hours"
1395,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Master's Degree","Yes","No","Yes","Idealist","No","Yes","Standard hours"
1396,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","Yes","Idealist","No","No","Standard hours"
1397,"Republican","$100,001 - $150,000","Female","Married (no kids)","Master's Degree","Yes","No","No","Idealist","No","Yes","Standard hours"
1398,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","Associate's Degree","No","Yes","No","Idealist","Yes","No","Standard hours"
1399,"Republican","$25,001 - $50,000","Male","Single (no kids)","Master's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1400,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","No","No","No","Idealist","Yes","No","Standard hours"
1401,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","No","Odd hours"
1403,"Republican","","Female","Single (no kids)","","","","","Idealist","","",""
1404,"Democrat","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","No","No","Idealist","No","No","Odd hours"
1405,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","No","","","Pragmatist","Yes","",""
1406,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","No","","","","",""
1407,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1408,"Republican","over $150,000","Female","Married (w/kids)","","No","No","Yes","Pragmatist","No","No","Odd hours"
1410,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Doctoral Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1411,"Democrat","","","Single (w/kids)","Bachelor's Degree","No","No","No","","","",""
1412,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Current K-12","No","No","Yes","Idealist","No","Yes","Standard hours"
1413,"Republican","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","No","No","No","Idealist","No","Yes","Standard hours"
1414,"Republican","under $25,000","Male","Single (no kids)","Current K-12","No","Yes","No","","No","",""
1415,"Republican","over $150,000","Male","Single (no kids)","Current K-12","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
1417,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","","","","","Yes","",""
1418,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","","","","Yes","",""
1419,"Republican","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
1420,"Republican","$50,000 - $74,999","Male","Married (no kids)","High School Diploma","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
1422,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
1423,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Odd hours"
1424,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","","Yes","","No","",""
1425,"Republican","$75,000 - $100,000","Female","Married (w/kids)","","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
1426,"Democrat","$75,000 - $100,000","Male","Single (no kids)","","No","","","Pragmatist","","",""
1428,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","","No","No","Pragmatist","","Yes","Standard hours"
1430,"Republican","over $150,000","Male","Married (w/kids)","High School Diploma","No","No","No","Idealist","","Yes","Standard hours"
1432,"Democrat","over $150,000","Male","Married (no kids)","Bachelor's Degree","","","","","","","Standard hours"
1433,"Republican","$75,000 - $100,000","Male","Married (w/kids)","","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1434,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","No","No","No","","No","","Standard hours"
1435,"Republican","$75,000 - $100,000","Female","Single (no kids)","","No","No","No","Pragmatist","Yes","Yes","Odd hours"
1436,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","Yes","Standard hours"
1437,"Democrat","","Male","Single (no kids)","Current Undergraduate","","No","No","Pragmatist","No","","Odd hours"
1438,"Republican","$50,000 - $74,999","Male","Married (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","No","Odd hours"
1439,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current K-12","Yes","Yes","No","","Yes","Yes","Odd hours"
1441,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1443,"Republican","$100,001 - $150,000","Male","Married (no kids)","High School Diploma","","No","Yes","","","",""
1444,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
1445,"Republican","$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","No","Yes","No","Idealist","No","Yes","Odd hours"
1447,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","No","No","No","","","","Standard hours"
1448,"Republican","$75,000 - $100,000","Male","Single (w/kids)","Associate's Degree","No","","","Pragmatist","No","No",""
1449,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","","Yes","","Idealist","Yes","Yes","Standard hours"
1450,"Republican","$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","","No","No","Idealist","No","","Odd hours"
1453,"Democrat","under $25,000","Male","Single (no kids)","Associate's Degree","No","No","Yes","Idealist","No","",""
1454,"Republican","$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
1455,"Republican","","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","No","No","Odd hours"
1456,"Republican","under $25,000","Male","Single (no kids)","Associate's Degree","No","Yes","Yes","Idealist","No","Yes","Odd hours"
1457,"Democrat","$50,000 - $74,999","Female","Single (no kids)","","","","","","","",""
1458,"Democrat","over $150,000","Male","Married (no kids)","Doctoral Degree","Yes","No","Yes","Pragmatist","No","No","Odd hours"
1459,"Republican","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","","No","No","","","Yes","Standard hours"
1460,"Democrat","$100,001 - $150,000","Male","Domestic Partners (no kids)","","Yes","","No","","No","",""
1461,"Republican","$50,000 - $74,999","Female","Domestic Partners (no kids)","High School Diploma","","","No","","","",""
1462,"Democrat","","Male","Single (no kids)","Master's Degree","","No","No","","No","","Odd hours"
1463,"Republican","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","No","","No","No",""
1465,"Republican","$100,001 - $150,000","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1466,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","","No","No","","No","",""
1467,"Democrat","$25,001 - $50,000","Female","Married (no kids)","","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
1468,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","","No","","No","No","Odd hours"
1469,"Democrat","$50,000 - $74,999","Male","Married (no kids)","","","Yes","Yes","Idealist","No","Yes","Standard hours"
1470,"Republican","$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","No","Yes","Yes","Idealist","No","Yes","Standard hours"
1471,"Democrat","over $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
1475,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
1476,"Democrat","over $150,000","Female","Married (w/kids)","Doctoral Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
1477,"Republican","","Male","","Current K-12","No","No","No","Pragmatist","","No","Odd hours"
1478,"Democrat","","Male","Married (w/kids)","","No","No","Yes","Pragmatist","No","Yes","Odd hours"
1479,"Democrat","over $150,000","Female","Single (no kids)","Current Undergraduate","","","","Idealist","No","Yes","Standard hours"
1480,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","","No","Yes","Odd hours"
1481,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","No","","","","","",""
1482,"Republican","","Female","","","Yes","","","","No","No","Standard hours"
1483,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","","","","Yes","",""
1485,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","No","","","","","",""
1486,"Democrat","over $150,000","Female","Married (w/kids)","Master's Degree","No","No","Yes","Idealist","Yes","Yes","Standard hours"
1487,"Republican","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1488,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Idealist","Yes","Yes","Standard hours"
1489,"Republican","","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","Yes","No","Odd hours"
1491,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","Yes","Standard hours"
1492,"Democrat","","Male","Single (no kids)","","Yes","","Yes","","","Yes",""
1493,"Republican","over $150,000","Male","Single (no kids)","Current K-12","No","No","Yes","Idealist","No","No","Standard hours"
1494,"Republican","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Odd hours"
1495,"Republican","over $150,000","Female","Married (no kids)","","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1496,"Republican","","Female","","","No","","No","","Yes","Yes",""
1498,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","Yes","","No","","No","",""
1500,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1501,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","No","No","Pragmatist","Yes","Yes","Odd hours"
1502,"Democrat","$75,000 - $100,000","Male","Married (no kids)","Associate's Degree","No","No","Yes","Pragmatist","","Yes","Standard hours"
1504,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Idealist","Yes","Yes","Odd hours"
1505,"Republican","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","No","Yes","Idealist","Yes","No","Odd hours"
1506,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","No","Standard hours"
1507,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
1508,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","No","Standard hours"
1509,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Odd hours"
1510,"Democrat","under $25,000","Female","Single (no kids)","High School Diploma","Yes","No","No","Pragmatist","No","No","Odd hours"
1512,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","","Yes","",""
1513,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","Yes","","","",""
1514,"Republican","over $150,000","Male","","Current K-12","","","","","","No",""
1515,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","Yes","No","Pragmatist","No","No","Odd hours"
1517,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Idealist","Yes","Yes","Standard hours"
1518,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","No","Odd hours"
1519,"Democrat","over $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","No","","Pragmatist","No","Yes","Standard hours"
1520,"Democrat","over $150,000","Male","Married (w/kids)","","Yes","Yes","Yes","Pragmatist","Yes","No","Odd hours"
1524,"Democrat","","Male","Single (no kids)","Current K-12","Yes","Yes","No","Idealist","No","Yes","Standard hours"
1525,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","No","Standard hours"
1526,"Republican","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","Yes","Yes","Odd hours"
1527,"Republican","over $150,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
1528,"Democrat","$25,001 - $50,000","Male","Married (w/kids)","Associate's Degree","Yes","No","Yes","Idealist","No","No","Standard hours"
1530,"Republican","","Female","Single (no kids)","Current Undergraduate","No","No","No","Idealist","Yes","Yes","Odd hours"
1532,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","Yes","No","","Pragmatist","No","No","Standard hours"
1533,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","","No","","","Yes","Standard hours"
1534,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","No","No","Pragmatist","No","No","Standard hours"
1535,"Republican","","Male","Single (no kids)","","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1537,"Democrat","$50,000 - $74,999","Female","Domestic Partners (w/kids)","Bachelor's Degree","Yes","Yes","Yes","Idealist","Yes","No","Odd hours"
1538,"Democrat","over $150,000","Male","Married (w/kids)","High School Diploma","","Yes","Yes","","Yes","Yes","Odd hours"
1539,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1541,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Odd hours"
1542,"Republican","under $25,000","Male","Married (w/kids)","","","Yes","No","","","",""
1543,"Democrat","$25,001 - $50,000","Female","Domestic Partners (w/kids)","Associate's Degree","","","","","","No","Odd hours"
1544,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","No","Yes","No","Idealist","Yes","Yes","Odd hours"
1546,"Republican","","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","","Yes","Standard hours"
1547,"Democrat","$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","","","No","","","",""
