"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
701,1973,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","No","","Yes","Public","","","","Yes","","","Yes","","","","","","","","No","","","","","","","Yes","","","","No","","","","","Yes","","","","","","","","Mysterious","","","Tunes","People","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Female","Bachelor's Degree","Single (no kids)","",1,1,1,1
702,1985,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","","","","","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","","Yes","Yes","Receiving","No","","","","","Hot headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","No","End","Yes","Yes","Me","No","Yes","No","Yes","No","Mysterious","No","No","","","Yes","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","","Yes","No","","","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","$75,000 - $100,000","Male","High School Diploma","Married (w/kids)","Yes",1,1,1,1
704,1994,"Female","$50,000 - $74,999","Single (no kids)","High School Diploma","","","","","","","","","Yes","Yes","Yes","No","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","Yes","No","No","Demanding","No","Mac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Female","High School Diploma","Single (no kids)","No",1,1,1,1
713,1968,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","People","Yes","Yes","Yes","Yes","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","","$50,000 - $74,999","Male","High School Diploma","Married (w/kids)","Yes",1,1,1,1
720,1984,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","","","","","","","","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","No","No","Supportive","Yes","PC","","","","Yes!","No","Space","No","In-person","No","Yes","Yes","","","","","","","","","Yes","Yes","No","Yes","Yes","Yes","Own","Optimist","Mom","","No","Yes","","","","No","No","Yes","Yes","No","Yes","No","Yes","No","$50,000 - $74,999","Female","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
725,1989,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Yes","No","No","Yes","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","Yes","Yes","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","Yes","","No","Yes","Yes","Yes","Grrr people","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","$25,001 - $50,000","Female","Bachelor's Degree","Single (no kids)","No",1,1,1,1
726,1994,"Male","over $150,000","Single (no kids)","","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","No","End","No","No","Me","Yes","Yes","No","No","Yes","Mysterious","Yes","Yes","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","Mac","No","Risk-friendly","No","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes","over $150,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,0
727,1970,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","No","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","No","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","No","Yes","Mysterious","Yes","Yes","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","$25,001 - $50,000","Male","High School Diploma","Single (no kids)","No",1,1,1,1
732,1961,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","Yes","No","No","No","Yes","No","Yes","Art","Try first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","Yes","Talk","Technology","Yes","No","No","No","No","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","over $150,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
733,1987,"Male","under $25,000","Single (no kids)","Bachelor's Degree","","","","","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","","No","Yes","Yes","Yes","Receiving","Yes","","","","","","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","No","Yes","No","TMI","Yes","No","","","No","No","Yes","","No","","","","No","Cautious","No","Yes!","Yes","Socialize","No","In-person","Yes","No","No","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Only-child","No","","No","under $25,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,1
734,1996,"Female","","","Current K-12","","","","","","","","","","","","Yes","","Yes","","","","","Yes","","Giving","No","Yes","","","","","","","","","Yes","","Yes","P.M.","Yes","End","Yes","","","","No","Yes","","No","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","No","Yes","","Yes","","Yes","","$25,001 - $50,000","Female","Current K-12","Single (no kids)","Yes",0,1,0,1
741,NA,"Male","over $150,000","Married (w/kids)","","","","","Yes","","","","No","Yes","No","No","No","","","","","","","","","","","","","","","","","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","","Yes","Yes","Me","No","No","Yes","Yes","","Mysterious","","","","","","","","","","","","Mac","Yes","Cautious","Yes","Yes!","Yes","Space","No","In-person","No","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","No","No","","No","No","Yes","Own","Optimist","Mom","","Yes","Yes","","Check!","Yes","No","No","Yes","Yes","","Yes","No","","Yes","over $150,000","Male","Bachelor's Degree","Married (w/kids)","",1,1,1,0
747,1990,"Male","$75,000 - $100,000","Single (no kids)","High School Diploma","No","Yes","No","Yes","Yes","Yes","Private","No","","","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","No","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","","Yes!","No","Space","No","Online","No","No","No","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","$75,000 - $100,000","Male","High School Diploma","Single (no kids)","Yes",1,1,1,1
750,1983,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Study first","Yes","No","Yes","No","Giving","No","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","No","Yes","TMI","Yes","Yes","Talk","People","No","No","Yes","Yes","Yes","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","$50,000 - $74,999","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
752,1961,"Female","$25,001 - $50,000","Married (w/kids)","High School Diploma","No","Yes","Yes","No","Yes","No","Public","No","No","No","No","Yes","No","Yes","Art","Study first","Yes","No","No","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","No","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","No","No","No","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","$25,001 - $50,000","Female","High School Diploma","Married (w/kids)","Yes",1,1,1,1
753,1995,"Female","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","No","No","Yes","","","Yes","Yes","Art","Try first","No","Yes","","No","Receiving","","","","","","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","","","No","","No","Mysterious","No","No","Tunes","People","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","over $150,000","Female","Current Undergraduate","Single (no kids)","Yes",1,1,1,1
760,1950,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","No","Start","Yes","No","Me","Yes","No","No","Yes","Yes","Mysterious","Yes","Yes","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Master's Degree","Married (w/kids)","Yes",1,1,1,1
774,1971,"Male","","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Talk","People","Yes","No","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$100,001 - $150,000","Male","High School Diploma","Married (w/kids)","Yes",0,1,1,1
782,1945,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Receiving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","No","No","Yes","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","No",1,1,1,1
803,1983,"Female","$50,000 - $74,999","Married (no kids)","Associate's Degree","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","Yes","TMI","No","No","Tunes","People","No","No","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","No","No","No","Only-child","No","No","No","$50,000 - $74,999","Female","Associate's Degree","Married (no kids)","No",1,1,1,1
807,1966,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","","Risk-friendly","","Yes!","No","Space","No","In-person","Yes","Yes","No","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","$50,000 - $74,999","Female","Bachelor's Degree","Single (no kids)","No",1,1,1,1
813,1951,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","No","","No","No","","","","Yes","No","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","","Yes","Yes","Me","","Yes","No","No","Yes","Mysterious","Yes","No","Talk","Technology","No","No","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","No","Yes","Yay people!","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","$50,000 - $74,999","Male","High School Diploma","Married (w/kids)","No",1,1,1,1
838,1991,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","No","Start","Yes","No","Me","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","$50,000 - $74,999","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
839,1992,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","","Yes","No","No","Yes","No","Public","No","Yes","Yes","Yes","No","No","No","Art","Study first","Yes","No","Yes","No","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","","","","","","","","","","","","Yes","","No","TMI","No","No","Tunes","People","No","No","No","No","Yes","Supportive","No","PC","Yes","","","","","","","","","","","","","No","No","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","","","No","Yes","No","No","Yes","$75,000 - $100,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
844,1995,"Male","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","Yes","No","Receiving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","Yes","Tunes","People","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
846,1980,"Female","$75,000 - $100,000","Domestic Partners (w/kids)","Bachelor's Degree","","Yes","Yes","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","$75,000 - $100,000","Female","Bachelor's Degree","Domestic Partners (w/kids)","No",1,1,1,1
847,1995,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","No","Yes","Hot headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","","","TMI","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","","No","Cautious","Yes","","No","","","Online","No","Yes","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","Own","Optimist","","No","Yes","Yes","Yes","Nope","No","No","No","No","Yes","No","Only-child","Yes","Yes","Yes","$50,000 - $74,999","Female","Current K-12","Single (no kids)","WTF",1,1,1,1
863,1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","","No","","Yes","Yes","No","Public","No","Yes","No","","No","Yes","Yes","Art","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","No","End","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","No","No","No","No","Grrr people","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)","Yes",1,1,1,1
864,1952,"Female","","Married (w/kids)","","No","Yes","No","No","Yes","Yes","Public","Yes","No","No","No","Yes","No","Yes","Art","Study first","No","","Yes","Yes","Giving","No","No","Idealist","No","No","Cool headed","","Yes","Right","No","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","Online","No","No","Yes","No","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","$100,001 - $150,000","Female","Master's Degree","Married (w/kids)","Yes",0,1,1,0
866,1984,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","","Yes","Yes","","","","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Receiving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","","Yes","Yes","Yes","","P.M.","Yes","End","","No","Circumstances","","No","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","Yes","Mac","","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","","Yes","Yes","No","Yes","Yes","Yes","","Yes","No","Yes","No","No","Rent","","","Yes","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","$25,001 - $50,000","Female","Bachelor's Degree","Single (no kids)","Yes",1,1,1,1
870,1974,"Male","over $150,000","Married (w/kids)","High School Diploma","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","","","","","","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","","","No","","TMI","","","","","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Own","Pessimist","Mom","No","Yes","Yes","No","Check!","No","No","No","Yes","No","No","Yes","Yes","No","No","over $150,000","Male","High School Diploma","Married (w/kids)","No",1,1,1,1
873,1975,"Female","over $150,000","Married (w/kids)","","","","","","No","No","Public","No","Yes","No","Yes","Yes","","No","","","","","No","","Giving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","","Yes","No","","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","","","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","","","","","","","","","Yes","No","Yes","Yes","Yes","No","Own","","","","","","","","","","","","","","","","","Yes","over $150,000","Female","Current K-12","Married (w/kids)","No",1,1,1,0
878,1956,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","Yes","No","Yes","Yes","Yes","Private","No","No","No","No","No","No","Yes","Art","Try first","No","Yes","No","No","Receiving","Yes","Yes","Idealist","Yes","No","","","","","","","","","","","","","","","","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","","No","Cautious","No","Umm...","Yes","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","","$50,000 - $74,999","Female","Bachelor's Degree","Single (no kids)","No",1,1,1,1
883,1984,"Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","No","No","Receiving","No","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","No","No","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","Yes","No","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
885,1969,"Male","$75,000 - $100,000","Married (no kids)","","","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","No","Yes","No","Yes","Mysterious","Yes","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","$75,000 - $100,000","Male","Master's Degree","Married (no kids)","Yes",1,1,1,0
886,1967,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","No","","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","Yes","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","Demanding","No","PC","Yes","","","","","","","","","","","","","","","","","","","","No","No","Yes","Yes","No","Own","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Female","Bachelor's Degree","Married (w/kids)","",1,1,1,1
